2010,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12480701
2010,21000,211003,4609,942300,Compensación a entes locales por bonificaciones en tributos locales,400559
2010,21000,211003,4609,942500,(**) Plan dinamización socioeconómica-Convenio con el Ayuntamiento de Olite,140000
2010,21000,211003,7609,261600,"(**) Actuaciones especiales en edificios, calles y caminos e instalaciones municipales",3420317
2010,21000,211003,7609,261603,(**) Construcción y equipamiento de centros cívicos,100000
2010,21000,211003,7609,456100,Actuaciones Programa Operativo POCTEFA. Plan director de saneamiento EDAR Dantxarinea-Urdax,233866
2010,21000,211003,7609,456102,(**) Convenio Mancomunidad de la Comarca de Pamplona-Parque fluvial,600000
2010,21000,211003,7609,456300,Convenio con el Ayuntamiento de Valtierra: Financiación y daños extraordinarios inundaciones 2007,1
2010,21000,211003,7609,922202,Transferencia al Ayuntamiento de Petilla de Aragón,7238
2010,21000,211003,7609,942400,"(**) Trabajos, reparaciones y reformas de las piscinas municipales de Allo y Santacara",160001
2010,21000,211003,7609,942402,(**) Transferencia al Ayuntamiento de Valtierra,350000
2010,21200,211004,1230,922400,Retribuciones totales fijas de funcionarios,539201
2010,21200,211004,2266,922400,Organización de cursos de formación,16950
2010,21200,211004,2279,922400,Programa de gestión económico-financiero,6210
2010,21200,211004,4609,922300,Sueldos y salarios del personal sanitario municipal,84530
2010,21200,211004,4609,942200,Participación de ayuntamientos en impuestos no concertados con el Estado,685100
2010,21200,211004,4609,942202,Participación en ingresos por tasas de Telefónica,2192149
2010,21200,211004,4609,942500,Ayuntamiento de Aras: Financiación servicios profesionales,1
2010,21300,212001,1230,942200,Retribuciones totales fijas de funcionarios,574155
2010,21300,212001,1600,942200,Seguridad social,36721
2010,21300,212001,7600,456100,Plan Navarra 2012-66. Plan director de depuración y saneamiento de ríos,4352000
2010,21300,212001,7600,456102,Plan director de depuración y saneamiento de ríos,703000
2010,21310,212001,7600,456100,Plan director de abastecimiento en alta,11772100
2010,21310,212001,7600,456102,Abastecimiento en alta no incluido en planes directores (RG),120000
2010,21310,212001,7600,456103,Abastecimiento de agua en alta (RE),128000
2010,21310,212001,7600,942400,Realización de estudios para el plan de inversiones,141000
2010,21320,212001,7600,261600,Pavimentaciones con redes (RG),9300000
2010,21320,212001,7600,261602,Urbanización de travesías,2200000
2010,21320,212001,7600,261603,Edificios municipales (RG),2000000
2010,21320,212001,7600,261604,Pavimentaciones sin redes (RG),3300000
2010,21320,212001,7600,261605,Pavimentaciones con redes (RE),2200000
2010,21320,212001,7600,261606,Pavimentación sin redes (RE),890000
2010,21320,212001,7600,261607,Edificios municipales (RE),490000
2010,21320,212001,7600,456100,Redes locales de abastecimiento y saneamiento (RG),6300000
2010,21320,212001,7600,456102,Redes locales de abastecimiento y saneamiento (RE),1700000
2010,21320,212001,7600,456200,Plan director de residuos sólidos urbanos. Tratamiento,4158000
2010,21320,212001,7600,456202,Plan director de residuos sólidos urbanos. Recogida,3200000
2010,21320,212001,7600,456203,Residuos específicos,303000
2010,21320,212001,7600,459100,Alumbrado público (RE),480000
2010,21320,212001,7600,459102,Alumbrado público (RG),1600000
2010,21320,212001,7600,45A200,Caminos locales (RG),1200000
2010,21320,212001,7600,45B100,Cementerios (RG),1065374
2010,21200,212002,1230,942200,Retribuciones totales fijas de funcionarios,207376
2010,21200,212002,1600,942200,Seguridad social,16321
2010,21200,212002,4600,942200,Fondo general de transferencias corrientes,162172634
2010,21200,212002,4600,942202,Ayuda a la Federación Navarra de Municipios y Concejos,370247
2010,21200,212002,4600,942203,Carta de capitalidad de la ciudad de Pamplona,22175171
2010,21200,212002,4600,942204,Compensación a ayuntamientos por corporativos,5204757
2010,30000,300000,1000,261100,Retribuciones de altos cargos,75933
2010,30000,300000,1100,261100,Retribuciones del personal eventual,157896
2010,30000,300000,2261,261100,Gastos diversos del Sr. Consejero,5000
2010,30000,300000,2301,261100,Gastos de viaje del Sr. Consejero,3000
2010,30100,300000,1230,261100,Retribuciones totales fijas de funcionarios,543620
2010,30100,300000,1310,261100,Retribuciones del personal contratado temporal,20000
2010,30100,300000,1312,261100,Retribuciones de personal contratado para sustituciones,40000
2010,30100,300000,1313,261100,Retribuciones del personal contratado para cubrir vacantes,1
2010,30100,300000,1600,261100,Seguridad social,156382
2010,30100,300000,1702,261100,Horas extraordinarias,5000
2010,30100,300000,2276,261100,Estudios y trabajos técnicos,23000
2010,30100,300000,2339,261100,Gastos del Consejo Social de Política Territorial,5000
2010,30100,300000,4809,261100,Ejecución de sentencias e indemnizaciones por responsabilidad patrimonial,1000
2010,30100,300000,6001,261100,Expropiaciones urbanísticas y compra de terrenos para fines urbanísticos y medioambientales,1000
2010,30120,300000,2020,261100,Alquiler de locales,500000
2010,30120,300000,2120,261100,Reparación y mantenimiento de locales de oficina,50000
2010,30120,300000,2160,261100,Reparación y mantenimiento de equipos y programas informáticos,5000
2010,30120,300000,2160,261102,Mantenimiento hardware,3693
2010,30120,300000,2190,261100,"Reparación de mobiliario, de equipos técnicos y de oficina",12000
2010,30120,300000,2200,261100,Material de oficina no inventariable,35000
2010,30120,300000,2202,261100,"Prensa, revistas, libros y otras publicaciones",8000
2010,30120,300000,2240,261100,Primas de seguros,600
2010,30120,300000,2250,261100,Tributos,600
2010,30120,300000,2262,261100,Gastos de publicidad,36736
2010,30120,300000,2264,261100,Gastos de comunidad,75000
2010,30120,300000,2266,261100,"Reuniones, conferencias y formación del personal",10000
2010,30120,300000,2269,261100,Gastos de funcionamiento de comisiones y comités,1000
2010,30120,300000,2269,261102,Gastos diversos,80000
2010,30120,300000,2269,261103,Programas de salud laboral y prevención de riesgos laborales,10000
2010,30120,300000,2271,261100,Limpieza,95000
2010,30120,300000,2273,261100,Servicios informáticos,28103
2010,30120,300000,2276,261100,Asistencia informática,9925
2010,30120,300000,2280,261100,"Energía eléctrica, agua y gas",30000
2010,30120,300000,2300,261100,Dietas,3000
2010,30120,300000,2301,261100,Locomoción y gastos de viaje,20000
2010,30120,300000,2400,261100,Gastos de edición de libros y publicaciones,3000
2010,30120,300000,4809,261100,Becas,3000
2010,30120,300000,4819,261100,Colaboración en congresos y jornadas,30000
2010,30120,300000,6020,261100,Adecuación de locales,60000
2010,30120,300000,6050,261100,Mobiliario y equipo de oficina,30000
2010,30120,300000,6054,261100,Equipos técnicos,20000
2010,30120,300000,6060,261100,Compra de equipos informáticos,30000
2010,30120,300000,6090,261100,Aplicaciones informáticas,40000
2010,32000,310000,1000,261700,Retribuciones de altos cargos,68352
2010,32000,310000,1600,261700,Seguridad social,118067
2010,32000,310000,2301,261700,Gastos de viaje de programas comunitarios,100
2010,32000,310000,4459,452100,Fundación Itoiz-Canal de Navarra,84400
2010,32000,310000,4459,452102,Fundación Valle de Erro-Roncesvalles,50000
2010,32000,310000,7459,452100,Fundación Itoiz-Canal de Navarra,759900
2010,32000,310000,7459,452102,Fundación Valle de Erro-Roncesvalles,450000
2010,32000,310000,7459,452103,Fundación Yesa,1000
2010,32000,310000,7459,452104,Transferencias a entes públicos,100000
2010,32100,310000,1230,261700,Retribuciones totales fijas de funcionarios,819267
2010,32100,310000,2276,261700,Estudios y trabajos técnicos,638992
2010,32100,310000,2276,261702,Programas de inspección urbanística,75000
2010,32100,310000,2276,261703,Gastos programas comunitarios,20100
2010,32100,310000,4400,261700,Subvención a NASURSA. Proyectos Europeos,80051
2010,32100,310000,4400,261702,Subvención a NASURSA. Observatorio Territorial de Navarra,300000
2010,32100,310000,4400,261703,Subvención a NASURSA por la red oficinas de apoyo a EELL,619000
2010,32100,310000,4819,261700,Convenio con la Asociación Interprofesional de Ordenación del Territorio FUNDICOT. Congreso Ordenación del Territorio,140000
2010,32100,310000,6091,261700,Sistema de información territorial urbanístico,550000
2010,32100,310000,6091,261702,Subrogación del planeamiento urbanístico,100
2010,32100,310000,6092,261700,Planeamiento territorial,370000
2010,32100,310000,7400,261700,Subvención a NASURSA por la red oficinas de apoyo a EELL,150000
2010,32100,310000,7400,261702,Plan Navarra 2012-68. Subvención a NASURSA para el Plan del Pirineo,900000
2010,32100,310000,7609,261702,Cooperación interadministrativa,725000
2010,32200,320000,1230,261200,Retribuciones totales fijas de funcionarios,1024639
2010,32200,320000,1600,261200,Seguridad social,152950
2010,32200,320000,2269,261100,Gastos de notaría y registros,14000
2010,32200,320000,2269,261102,"Campañas de publicidad, cursos, concursos, publicaciones y edición de libros",20000
2010,32200,320000,2269,261500,"Mantenimiento, gestión y administración del parque público de suelo y vivienda",290000
2010,32200,320000,2276,261100,Estudios y trabajos técnicos,1000000
2010,32200,320000,2276,261400,Gestión de la bolsa de alquiler,400000
2010,32200,320000,4400,261400,Compensación a VINSA del déficit de bolsa de alquiler. Artículo 100.3 Decreto Foral 4/2006,500000
2010,32200,320000,4459,261400,Subvenciones a oficinas de rehabilitación,1070000
2010,32200,320000,4809,261202,Gastos fiscales por alquiler de vivienda,14822873
2010,32200,320000,4809,261400,Subvenciones para arrendatarios de vivienda,5500000
2010,32200,320000,4819,261200,Convenio premios del Colegio Oficial de Arquitectos Vasco-Navarro,20000
2010,32200,320000,4819,261202,Convenio CENER Congreso Arquitectura,25000
2010,32200,320000,6000,261200,Adquisición y promoción de suelo y edificación,900000
2010,32200,320000,6020,261200,Ejercicio de los derechos de tanteo y retracto y adquisición de viviendas,600000
2010,32200,320000,6020,261500,Reparación del parque público de vivienda,300000
2010,32200,320000,7609,261400,Subvenciones para actuaciones protegibles de viviendas de entes públicos,1000000
2010,32200,320000,7800,261400,"Subvenciones, subsidios y medidas anticrisis para actuaciones en vivienda",53775000
2010,32200,320000,7800,261402,Subvenciones para bioclimatismo y certificaciones energéticas en vivienda,1595000
2010,32200,320000,7800,261403,Gastos fiscales por inversión en vivienda habitual,147233889
2010,40000,400000,1000,321100,Retribuciones de altos cargos,75933
2010,40000,400000,1100,321100,Retribuciones del personal eventual,145442
2010,40000,400000,1230,321100,Retribuciones totales fijas de funcionarios,118649
2010,40000,400000,2160,321100,Mantenimiento de hardware,18914
2010,40000,400000,2261,321100,Gastos diversos del Sr. Consejero,5751
2010,40000,400000,2273,321100,Servicio CAU. Soporte de primer nivel,116689
2010,40000,400000,2276,321102,Asistencia técnica segundo nivel,9157
2010,40000,400000,2301,321100,Gastos de viaje del Sr. Consejero y personal de su Gabinete,4759
2010,40100,400000,1230,321100,Retribuciones totales fijas de funcionarios,1242334
2010,40100,400000,1600,321100,Seguridad social,14767943
2010,40100,400000,1600,321102,Regularización convenio Seguridad Social,1362640
2010,40100,400000,2263,321100,Ejecución de sentencias,3310
2010,40100,400000,4809,321100,Indemnizaciones y ejecución de sentencias,12897
2010,41000,400000,1000,321100,Retribuciones de altos cargos,65609
2010,41000,400000,1230,321100,Retribuciones totales fijas de funcionarios,261742235
2010,41000,400000,1230,321200,Retribuciones al personal por reciclaje en inglés. Programa Operativo FSE 2007-2013 Navarra,1
2010,41000,400000,1231,321100,Retribuciones del personal estatutario de la Seguridad Social,21933
2010,41000,400000,1300,321100,Retribuciones del personal laboral fijo,1027264
2010,41000,400000,1310,321100,Contratación de personal temporal centros,38483857
2010,41000,400000,1310,322000,Contratación profesorado de religión,6799138
2010,41000,400000,1311,321100,Contratación de personal especialista,150000
2010,41000,400000,1312,321100,Retribuciones del personal docente contratado para sustituciones,12104115
2010,41000,400000,1312,322000,Retribuciones del personal no docente contratado para sustituciones,1526268
2010,41000,400000,1313,321100,Retribuciones del personal no docente para cubrir vacantes centros,1
2010,41000,400000,1600,321100,Seguridad social,16792761
2010,41000,400000,1600,321200,Seguridad social del personal por reciclaje en inglés. Programa Operativo FSE 2007-2013 Navarra,1
2010,41000,400000,1600,322000,Seguridad Social del profesorado de religión,2175724
2010,41000,400000,1703,321100,Remuneración por trabajo en días festivos,2000
2010,41000,400000,1705,321100,Complemento por trabajo en turnos de noche,18000
2010,41000,400000,1709,321100,Pago de convenios a comunidades de religiosos,166700
2010,41000,400000,1709,322000,Indemnización por jubilaciones LOE,2690963
2010,41000,400000,2200,321100,Material de oficina,57013
2010,41000,400000,2202,321100,Suscripción y adquisición de publicaciones,13089
2010,41000,400000,2220,321100,Comunicaciones,70726
2010,41000,400000,2249,321100,Seguro de accidentes individual en el trabajo y responsabilidad general del personal,16736
2010,41000,400000,2262,321100,Publicidad,61350
2010,41000,400000,2266,321100,"Conferencias, cursillos y reuniones",714
2010,41000,400000,2269,321100,Gastos diversos,43779
2010,41000,400000,2300,321100,Dietas del personal funcionario y contratado,22416
2010,41000,400000,4400,321100,"Transferencias al Planetario de Pamplona, S.A.",595197
2010,42000,400000,1000,321100,Retribuciones de altos cargos,60112
2010,42000,400000,1230,321100,Retribuciones totales fijas de funcionarios,28539
2010,42000,400000,2301,321100,Locomoción y gastos de viaje del personal funcionario y contratado,108968
2010,42000,400000,6090,321100,Plan de modernización DGOCI,74000
2010,41100,410000,1230,322000,Retribuciones totales fijas de funcionarios,540725
2010,41100,410000,1600,322000,Seguridad social,546151
2010,41100,410000,2120,322000,Gastos de reparación y conservación de centros escolares propios,524150
2010,41100,410000,2120,325100,Abono de siniestros,10
2010,41100,410000,2212,322000,"Financiación del funcionamiento, actividades y dotación material de los centros",7532037
2010,41100,410000,2264,322000,Gastos de funcionamiento de edificios propios. Alquileres y reparación,975000
2010,41100,410000,2269,324200,Apoyo al funcionamiento del Consejo Escolar,87000
2010,41100,410000,2271,322000,Limpieza de los centros docentes públicos,4683000
2010,41100,410000,6060,325100,Equipo y material informático para el Departamento,48000
2010,41800,410001,1230,325100,Retribuciones totales fijas de funcionarios,859135
2010,41800,410001,6020,325100,Plan Navarra 2012-19. Construcción de nuevos centros y obras de IES,12004840
2010,41800,410001,6020,325103,Plan Navarra 2012-18. Ciudad de la música. Conservatorio,11465860
2010,41800,410001,6020,325104,(**) Obras de mejora del IES Sancho el Mayor de Tafalla,600000
2010,41800,410001,7609,325103,(**) Plan Navarra 2012-20. Construcción de nuevos centros y obras. Plan de Centros Escolares,13018200
2010,41800,410001,7609,325104,(**) Convenios con ayuntamientos para reformas y ampliación de colegios,875000
2010,41800,410001,7609,325105,(**) Patio Colegio Almandoz,60000
2010,41810,410001,6020,325102,"Inversiones en Leiza por ""Casa Maxurrenea""",19552
2010,41810,410001,7609,325100,(**) Obras en centros educativos de propiedad municipal,1117000
2010,41810,410001,7609,325102,Convenios con ayuntamientos para obras en centros de escolarización de 0 a 3 años,600000
2010,41810,410001,7609,325103,(**) Convenios con ayuntamientos para actuaciones prioritarias en centros de 0-3 años,1740194
2010,41810,410001,7609,325104,(**) Otras actuaciones Escuelas infantiles 0 a 3 años,120000
2010,41810,410001,7609,325105,(**) Transferencia al Concejo de Erro para creación de comedor,30000
2010,41820,410001,6020,325100,Obras de mantenimiento en centros escolares,620000
2010,41820,410001,6059,325100,Plan Navarra 2012-19. Equipamiento en centros públicos,1300000
2010,41820,410001,6060,325100,(**) Proyecto implantación PC-Tablets,425000
2010,41140,410002,4609,322D00,Subvención para el funcionamiento de concentraciones escolares y edificios municipales de uso educativo,1516178
2010,41150,410002,2269,322000,Gastos generales de las convocatorias de becas y subvenciones,11984
2010,41150,410002,2279,321100,Plan de gratuidad de libros de texto,80000
2010,41150,410002,4800,322D00,Ayudas a la adquisición de libros de texto y material escolar,600000
2010,41150,410002,4800,323100,Becas y ayudas para enseñanzas medias y estudios superiores,3629104
2010,41150,410002,6081,321100,Plan de gratuidad de libros de texto escolares,2662612
2010,41150,410002,7811,321100,Programa de gratuidad de libros de texto escolares,300000
2010,41140,410003,4811,322000,Necesidades educativas específicas. Subvención a la enseñanza privada,3859085
2010,41140,410003,4811,322002,Inmigración y minorías culturales. Subvención a la enseñanza privada,698165
2010,41140,410003,4811,322100,2º Ciclo de Educación Infantil. Subvención a la enseñanza privada,19044381
2010,41140,410003,4811,322200,1º Ciclo de Educación Secundaria. Subvención a la enseñanza privada,17363588
2010,41140,410003,4811,322202,2º Ciclo de Educación Secundaria. Subvención a la enseñanza privada,19655046
2010,41140,410003,4811,322400,Educación Especial. Subvención a la enseñanza privada,4518613
2010,41140,410003,4811,322C00,Bachillerato. Subvención a la enseñanza privada,10619578
2010,41140,410003,4811,322D00,Educación Primaria. Subvención a la enseñanza privada,40398711
2010,41140,410003,4811,322D02,"Centros de atención a niños desescolarizados: Granja Ilundáin, Taller Echavacoiz",1011513
2010,41140,410003,4811,322E00,Ciclos formativos de grado medio y programas de garantía social,4551042
2010,41140,410003,4811,322E02,Ciclos formativos de grado superior. Subvención a la enseñanza privada,2800886
2010,41140,410003,4811,322E04,Convenio con el centro Salesianos,50000
2010,41150,410004,1709,324100,Otras retribuciones,260100
2010,41150,410004,2210,324100,Comedores,3068145
2010,41150,410004,2230,324100,Transporte escolar,13220950
2010,41000,410005,1230,321100,Retribuciones totales fijas de funcionarios,621521
2010,41000,410005,2273,321100,Servicios para sistemas SAP y otros,75000
2010,41000,410005,2301,321100,Locomoción y gastos de viaje del personal funcionario y contratado,310138
2010,41000,410005,6090,321100,Desarrollo de aplicaciones,25000
2010,41700,410005,1230,321100,Retribuciones totales fijas de funcionarios,1299143
2010,41700,410005,1239,321100,"Previsión para el reconocimiento de servicios, nuevos complementos, ayuda familiar, grado, antigüedad y otros",1
2010,41700,410005,1310,321100,Retribuciones del personal contratado temporal sede del Departamento,250000
2010,41700,410005,1312,321100,Retribuciones del personal contratado para sustituciones sede del Departamento,720876
2010,41700,410005,1313,321100,Retribuciones del personal contratado para cubrir vacantes sede del Departamento,1
2010,41700,410005,1600,321100,Seguridad Social,732959
2010,41700,410005,1702,321100,Horas extraordinarias,60000
2010,41700,410005,1709,321100,Ejecución de sentencias,1
2010,41700,410005,2267,322000,Gastos de oposiciones y tribunales,500000
2010,41700,410005,2276,322000,Plan de modernización de RRHH,154538
2010,41700,410005,4819,321100,Subvención para gastos de funcionamiento de las organizaciones sindicales,50557
2010,41700,410005,6090,322000,Plan de modernización de RRHH,353862
2010,41300,410006,1230,321100,Retribuciones totales fijas de funcionarios,1876505
2010,41300,410006,2266,321100,Cursos de formación para el Servicio de Inspección Educativa,5000
2010,41300,410006,2269,321100,Documentación,1000
2010,41300,410006,2276,321100,"Evaluación de centros, de programas y del sistema educativo",60000
2010,41300,410006,2276,321105,Evaluación del alumnado,41000
2010,41010,410007,1230,321100,Retribuciones totales fijas de funcionarios,595196
2010,41010,410007,2266,321100,Actividades de formación,16634
2010,41010,410007,2269,321100,Programas de salud laboral y prevención de riesgos laborales,209468
2010,41010,410007,2269,321102,Otros gastos relativos a prevención de riesgos laborales,5000
2010,42400,421000,1230,322900,Retribuciones totales fijas de funcionarios,756020
2010,42400,421000,1600,322900,Seguridad social,65512
2010,42420,421000,4400,322900,(**) Funcionamiento del Centro Navarro de Autoaprendizaje de Idiomas,100001
2010,42400,421001,2266,322900,Formación del profesorado en vascuence,40000
2010,42400,421001,2269,322900,Programas de uso del vascuence,65000
2010,42400,421001,2269,322902,Actividades de promoción del vascuence,159090
2010,42400,421001,2269,322904,"Exámenes EGA, títulos y gastos de funcionamiento",35000
2010,42400,421001,4809,322900,Becas y ayudas a la promoción del vascuence,100
2010,42420,421002,2266,321200,(**) Formación del profesorado en lenguas extranjeras. Programa Operativo FSE 2007-2013 Navarra,400000
2010,42420,421002,2266,322900,(**) Cursos para la mejora del uso de lenguas extranjeras,545789
2010,42420,421002,2279,322900,Cursos para alumnos de Secundaria y Bachillerato,200000
2010,42420,421002,4709,322900,"(**) Convenio con el centro ""Pamplona Learning Spanish Institute"" para formación en lenguas extranjeras",100000
2010,42420,421002,4809,321200,(**) Ayudas para la formación del profesorado en el extranjero. Programa Operativo FSE 2007-2013 Navarra,60000
2010,42420,421002,4809,322900,(**) Becas a extranjeros para enseñanzas de idiomas. Programa Operativo FSE 2007-2013 Navarra,274315
2010,42100,422000,1230,322000,Retribuciones totales fijas de funcionarios,546114
2010,42100,422000,1600,322000,Seguridad social,36735
2010,42100,422000,2269,322000,Expedición de títulos y edición de libros de escolaridad,104018
2010,42140,422000,2269,322100,Atención temprana y experiencias educativas en el primer ciclo de Educación Infantil,8700
2010,42140,422000,4609,322100,Convenios con ayuntamientos para la escolarización de 0 a 3 años,8689895
2010,42140,422000,6090,322000,Desarrollo de aplicaciones para la planificación del Sistema Educativo,1
2010,42140,422000,7609,322100,Convenios con ayuntamientos para la escolarización de 0 a 3 años. Equipamiento y reposición,976850
2010,42130,422004,2269,322700,Centros de adultos y aulas itinerantes,90694
2010,42130,422004,2269,322702,Gastos de los cursos en las Aulas Mentor,10
2010,42200,423000,1230,322400,Retribuciones totales fijas de funcionarios,571598
2010,42200,423000,1600,322400,Seguridad social,31610
2010,42200,423000,6059,322D02,Adquisición y reposición de material psicopedagógico y especializado,10000
2010,42200,423001,4809,322400,Becas y ayudas a la educación especial,268085
2010,42200,423001,4811,322400,Subvención a centros privados concertados de educación especial,38540
2010,42200,423001,4819,322400,(**) Subvención a la Asociación ADHI,25000
2010,42230,423003,2269,322000,Financiación de actividades para la integración socioeducativa de inmigrantes y minorías socioculturales,57655
2010,42230,423003,2269,322D00,Dotación a centros públicos para inmigración y minorías culturales,154465
2010,42230,423003,4811,322002,Ayudas a centros concertados para inmigración y minorías culturales,434556
2010,42230,423003,4819,322000,Subvención para actividades de integración socioeducativa,32900
2010,42230,423003,4819,322002,(**) Escuela Taller Kamira,50000
2010,42300,425000,1230,321200,Retribuciones totales fijas de funcionarios,168465
2010,42300,425000,1300,321200,Retribuciones del personal laboral fijo,46381
2010,42300,425000,1600,321200,Seguridad social,135129
2010,42310,425000,1230,321200,Retribuciones totales fijas de funcionarios,129372
2010,42310,425000,2212,321200,Gastos de funcionamiento de centros de apoyo al profesorado,133863
2010,42310,425000,2266,321200,Actividades formativas del profesorado,390000
2010,42310,425000,4809,321200,Ayudas a la formación del profesorado,1
2010,42310,425000,6059,321200,Adquisición de material para actividades formativas,1
2010,42340,425001,1230,322A00,Retribuciones totales fijas de funcionarios,579034
2010,42340,425001,2160,322A00,"Funcionamiento, mantenimiento y conservación de equipamiento informático y audiovisual",201561
2010,42340,425001,2224,322A00,Sistemas de comunicaciones de datos,918045
2010,42340,425001,2266,321200,Formación a distancia del profesorado,210000
2010,42340,425001,2269,322A00,Funcionamiento de proyectos de nuevas tecnologías,93470
2010,42340,425001,2279,322A00,Proyecto Integra TIC,44999
2010,42340,425001,6060,322A00,Inversiones en programas de nuevas tecnologías y materiales de formación,61908
2010,42340,425001,6060,322A02,Equipamiento y servicios centrales del programa de nuevas tecnologías y educación,24763
2010,42340,425001,6060,322A03,Desarrollo de aplicaciones para centros,285931
2010,42340,425001,6060,322A04,Desarrollo de la Sociedad de la Información en centros educativos,261212
2010,42350,425004,1230,321100,Retribuciones totales fijas de funcionarios,326154
2010,42350,425004,2269,321100,Calidad,12000
2010,42350,425004,2269,321102,Igualdad,12000
2010,42350,425004,2269,321200,Programas de innovación educativa,45000
2010,42350,425004,2269,321202,Programas de convivencia y educación en valores,45000
2010,42350,425004,2269,322200,Rutas literarias,45000
2010,42350,425004,2269,322202,Rutas científicas,45000
2010,42350,425004,2269,322D00,Ayudas a escuelas viajeras,85000
2010,42350,425004,2279,322D00,Itinerarios culturales por Navarra,85000
2010,42350,425004,2400,321200,"Publicaciones, estudios y experiencias educativas",25000
2010,42350,425004,4701,322000,Edición de libros de texto en vascuence,2
2010,42350,425004,4819,324200,(**) Subvención a asociaciones y federaciones de padres y alumnos,200002
2010,43000,430000,1000,322300,Retribuciones de altos cargos,68352
2010,43000,430000,1230,322300,Retribuciones totales fijas de funcionarios,194185
2010,43000,430000,1600,322300,Seguridad social,18965
2010,43000,430000,2200,322300,Material de oficina,4411
2010,43000,430000,2202,322300,Suscripciones y libros,594
2010,43000,430000,2262,322300,Publicidad y propaganda de convocatorias y programas,17000
2010,43000,430000,2266,322300,"Congresos, conferencias y cursos",6000
2010,43000,430000,2269,322300,Gastos diversos,30000
2010,43000,430000,2269,322302,Organización cursos de verano,30000
2010,43000,430000,2300,322300,Dietas,1959
2010,43000,430000,2301,322300,Locomoción y gastos de viaje,25460
2010,43000,430000,4819,322302,Cursos de verano de las universidades navarras y de otras entidades navarras,120000
2010,43000,430000,6050,322300,Mobiliario de oficina,1
2010,43000,430000,6060,322300,Equipos informáticos,3000
2010,43010,430001,2266,322500,Promoción de enseñanzas artísticas y musicales,10000
2010,43010,430001,2269,322500,Funcionamiento de Agrupaciones Instrumentales del Conservatorio Profesional,1
2010,43010,430001,2269,322502,Funcionamiento de Agrupaciones Instrumentales del Conservatorio Superior,1
2010,43010,430001,4609,322502,(**) Subvención a escuelas de música,2250001
2010,43010,430001,4609,322503,Convenio con el Ayuntamiento de Tudela para el acceso del alumnado a las enseñanzas de música de grado medio,223000
2010,43010,430001,4809,322500,Ayudas para el perfeccionamiento de profesores y alumnos de música,6000
2010,43010,430001,4816,322500,(**) Escuela Navarra de Teatro,50001
2010,43100,431000,1230,322300,Retribuciones totales fijas de funcionarios,447904
2010,43100,431000,1600,322300,Seguridad social,59011
2010,43100,431000,2212,322300,"Gastos de la Red de Bases de Datos de Información Educativa, REDINED",10000
2010,43100,431000,4455,322300,(**) Financiación de la UPNA: Campus de Pamplona y Tudela,62225520
2010,43100,431000,4455,322302,Convenio con la UPNA para el Espacio Europeo de Educación Superior,1
2010,43100,431000,4800,322300,Intercambios con universidades extranjeras: Erasmus y otros,150000
2010,43100,431000,4800,322302,Intercambios con universidades españolas: Séneca,5000
2010,43100,431000,4800,322303,Transporte escolar a centros de enseñanza superior de Navarra,77700
2010,43100,431000,4812,322300,UNED: Centros de Pamplona y Tudela,2000000
2010,43100,431000,4812,322302,Programa I3. Convenio con el Ministerio de Ciencia e Innovación,550000
2010,43100,431000,4812,322304,Ayudas al Plan de formación y de investigación y desarrollo (I+D),1975000
2010,43100,431000,4812,322305,(**) Cátedra de Calidad de la UNED en Tudela,250000
2010,43100,431000,4816,322303,Convenio con la Universidad de Navarra,100000
2010,43100,431000,4816,322304,(**) Universidad de Navarra Campus de Excelencia,100000
2010,43100,431000,6001,325100,Expropiaciones para la Universidad Pública de Navarra,1
2010,43100,431000,7455,322300,Financiación de la UPNA: Transferencias de capital. Campus de Pamplona,1380000
2010,43100,431000,7455,322302,Financiación de la UPNA: Transferencias de capital. Campus de Tudela,1288750
2010,43300,433000,1230,322E00,Retribuciones totales fijas de funcionarios,1151537
2010,43300,433000,1600,322E00,Seguridad social,75848
2010,43300,433000,2266,321200,Perfeccionamiento y actualización del profesorado de formación profesional,108738
2010,43300,433000,2269,322E00,Desarrollo e innovación de la Formación Profesional,200000
2010,43300,433000,2269,322E02,Funcionamiento del Programa Leonardo Da Vinci,110000
2010,43300,433000,2269,322E03,Gastos de funcionamiento del Consejo Navarro de Formación Profesional,3000
2010,43300,433000,4800,322E00,Programa Leonardo Da Vinci y otros programas educativos europeos,550000
2010,43300,433000,4800,322E03,Becas y ayudas para formación profesional,70800
2010,43300,433000,6059,325100,(**) Equipamiento en centros públicos de formación profesional,700000
2010,43300,433001,2212,242100,Gastos de funcionamiento de los cursos de formación profesional,75960
2010,43300,433001,2212,242102,Gastos funcionamiento. Talleres profesionales,264934
2010,43300,433001,2269,322E00,Desarrollo del Acuerdo de Gobierno para la formación profesional,30000
2010,43300,433001,2269,322E02,Desarrollo de centros integrados y de referencia de formación profesional,70000
2010,43300,433001,2276,322E00,Diseño de cualificaciones y títulos,65000
2010,43300,433001,6059,242100,Equipamiento de talleres profesionales,25000
2010,44000,440000,1000,334100,Retribuciones de altos cargos,173296
2010,44000,440000,1230,334100,Retribuciones totales fijas de funcionarios,93804
2010,44000,440000,1312,334100,Retribuciones de personal contratado sustituciones,80352
2010,44000,440000,1313,334100,Retribuciones del personal contratado para cubrir vacantes,1
2010,44000,440000,1600,334100,Seguridad social,261651
