2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,17123,152002,1200,932100,Retribuciones del personal fijo,187787
2012,17123,152002,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17123,152002,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17123,152002,2200,932100,Gastos de oficina,3000
2012,17123,152002,2219,932100,"Confección, embalaje y transporte de cartones de bingo",102000
2012,17123,152002,2269,932100,Gastos de decomiso de alcoholes e hidrocarburos,500
2012,17123,152002,2279,932100,Almacenaje y distribución de cartones de bingo,31000
2012,17130,153000,1200,932400,Retribuciones del personal fijo,1636840
2012,17130,153000,1210,932400,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17130,153000,1211,932400,Retribuciones del personal contratado para cubrir vacantes,1
2012,17130,153000,2200,932400,Material de oficina,10000
2012,17130,153000,2266,932400,Cursos y formación de funcionarios,1500
2012,17130,153000,2269,932400,Gastos diversos,7000
2012,17130,153000,2279,932400,Trabajos realizados por terceros,40000
2012,17130,153000,2300,932400,Dietas,2500
2012,17130,153000,2301,932400,Locomoción y gastos de viaje,16000
2012,17130,153000,6050,932400,Mobiliario y equipo,1500
2012,17160,154000,1200,932200,Retribuciones del personal fijo,660029
2012,17160,154000,1210,932200,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,17160,154000,1211,932200,Retribuciones del personal contratado para cubrir vacantes,30145
2012,17160,154000,2200,932200,Material de oficina,10000
2012,17160,154000,2269,932200,Gastos diversos,1000
2012,17160,154000,2269,932202,Servicios de explotación y difusión,4900
2012,17160,154000,2269,932203,Gestión de información para uso propio,9000
2012,17160,154000,2269,932204,Suministro de información a clientes,6000
2012,17160,154000,2273,932203,Soporte técnico y funcional,23000
2012,17160,154000,2300,932200,Dietas,1000
2012,17160,154000,2301,932200,Locomoción y gastos de viaje,5000
2012,17160,154000,2339,932200,Dietas de los miembros del Jurado de Expropiación,20000
2012,17160,154000,3509,932200,Comisiones bancarias de cobros,500
2012,17160,154000,6090,467904,Cambios masivos derivados de nuevas infraestructuras,87000
2012,17161,154001,2273,932200,Grabación de transmisiones DIGIT para el Registro,47000
2012,17161,154001,2273,932202,Grabación de transmisiones en papel para el Registro,500
2012,17161,154001,2279,932200,Asistencia al mantenimiento del Registro,125000
2012,17161,154001,2279,932202,Análisis y tratamiento de expedientes de mantenimiento del Registro,260000
2012,17161,154001,2279,932203,Incorporación de cambios gráficos por mantenimiento,251000
2012,17161,154001,2279,932204,Incorporación de cambios alfanuméricos por mantenimiento,114000
2012,17161,154001,2279,932205,Archivo en soporte papel,7000
2012,17161,154001,6090,467900,Trabajos para ponencias y valoraciones especiales,10000
2012,17161,154001,6090,467904,Incorporación de datos al Archivo Documental,36000
2012,17162,154002,2273,932200,Grabación masiva de datos para tasación,91500
2012,17162,154002,6090,467902,Encuestas y estudios de mercado,142000
2012,17140,155000,1200,932100,Retribuciones del personal fijo,122496
2012,17140,155000,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17140,155000,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17140,155000,2200,932100,Material de oficina,2500
2012,17140,155000,2266,932100,"Reuniones, conferencias y cursillos",3000
2012,17140,155000,2269,932100,Gastos diversos,1600
2012,17140,155000,2279,932100,Contrataciones externas para ejecución de bienes,9000
2012,17140,155000,2300,932100,Dietas,450
2012,17140,155000,2301,932100,Locomoción y gastos de viaje,9200
2012,17140,155000,6059,932100,Otro mobiliario y equipo,2500
2012,17140,155000,6092,932100,"Estudios, informes y otros",2500
2012,17141,155001,1200,932100,Retribuciones del personal fijo,150081
2012,17141,155001,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,39033
2012,17141,155001,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17141,155001,2200,932100,Material de oficina,2000
2012,17141,155001,2269,932100,Otros gastos diversos,1000
2012,17141,155001,2272,932100,Servicios de gestión de cobros y notificaciones,25000
2012,17143,155002,1200,932100,Retribuciones del personal fijo,150722
2012,17143,155002,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,17143,155002,1211,932100,Retribuciones del personal contratado para cubrir vacantes,33973
2012,17143,155002,2200,932100,Material de oficina,6000
2012,17143,155002,2272,932100,"Servicios de gestión de cobros, notificaciones y otros similares",578000
2012,17143,155002,2272,932102,Gastos derivados de la ejecución de bienes embargados,10000
2012,17143,155002,2272,932103,"Anotaciones de embargos (honorarios de registro, tasas de embargos y otros)",14700
2012,17143,155002,2279,932100,Otros servicios. Subastas,20000
2012,17144,155003,1200,932100,Retribuciones del personal fijo,98719
2012,17144,155003,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17144,155003,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17144,155003,2200,932100,Material de oficina,2000
2012,17144,155003,2269,932100,Otros gastos diversos,1500
2012,17144,155003,2272,932100,"Servicios de gestión de cobros, notificaciones y trabajos auxiliares",233000
2012,17144,155003,2272,932102,"Anotaciones de embargos (honorarios de registro, tasas de embargo y otros)",11000
2012,17144,155003,2272,932103,Adquisición de cargas sobre bienes de deudores fiscales,10000
2012,17144,155003,3501,932100,Intereses por demora en devoluciones de impuestos e ingresos tributarios indebidos,100000
2012,17142,155004,1200,932100,Retribuciones del personal fijo,163825
2012,17142,155004,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17142,155004,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17142,155004,2200,932100,Material de oficina,2000
2012,17142,155004,2263,932100,Gastos por contenciosos en materia tributaria,20000
2012,17142,155004,2269,932100,Otros gastos diversos,1000
2012,17142,155004,2272,932100,Servicios de gestión de cobros y notificaciones,91500
2012,17100,156000,1200,932100,Retribuciones del personal fijo,77822
2012,17100,156000,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,17100,156000,1211,932100,Retribuciones del personal contratado para cubrir vacantes,1
2012,17160,156000,1200,923400,Retribuciones del personal fijo,513914
2012,17160,156000,1210,923400,Retribuciones del personal contratado para cubrir plazas reservadas,21822
2012,17160,156000,1211,923400,Retribuciones del personal contratado para cubrir vacantes,1
2012,17170,156000,1200,923400,Retribuciones del personal fijo,940960
2012,17170,156000,1210,923400,Retribuciones del personal contratado para cubrir plazas reservadas,65464
2012,17170,156000,1211,923400,Retribuciones del personal contratado para cubrir vacantes,1
2012,17170,156000,2202,932100,"Suscripciones, libros y programas",3000
2012,17170,156000,2220,932100,Comunicaciones: telefonía fija,6000
2012,17170,156000,2262,932100,Propaganda y publicidad,10000
2012,17170,156000,2264,932100,Gastos de comunidad,4000
2012,17170,156000,2266,932100,Conferencias y cursillos,3000
2012,17170,156000,2279,932100,Contrataciones externas,18000
2012,17170,156000,2280,932100,Energía eléctrica y agua,44800
2012,17170,156000,2300,932100,Dietas,500
2012,17170,156000,2301,932100,Locomoción y gastos de viaje,4000
2012,17170,156000,6050,932100,Mobiliario y equipo de oficina,14000
2012,17171,156000,2150,932100,Mantenimiento de mobiliario diverso,8000
2012,17171,156000,2200,932100,Impresos y material diverso,30000
2012,17171,156000,2200,932102,Gastos de oficina,4000
2012,17171,156000,2274,932100,Vigilancia y servicios de seguridad,47000
2012,17171,156000,2279,932100,Trabajos realizados por terceros,90000
2012,17171,156000,2279,932102,Contrataciones externas,15000
2012,17172,156000,2150,932100,Mantenimiento de mobiliario diverso,8000
2012,17172,156000,2200,932100,Gastos de oficina,6000
2012,17172,156000,2220,932100,Otras comunicaciones: transmisión de datos,36000
2012,17172,156000,2269,932100,Gastos diversos,8000
2012,17172,156000,2271,932100,Servicio de limpieza y aseo,62000
2012,17172,156000,2279,932100,Servicios de atención telefónica y otros,317000
2012,17172,156000,2279,932102,Contrataciones externas,17000
2012,17173,156000,2150,932100,Mantenimiento de mobiliario diverso,2000
2012,17173,156000,2200,932100,Gastos de oficina,2000
2012,17173,156000,2269,932100,Gastos diversos,6500
2012,17150,156001,1200,932100,Retribuciones del personal fijo,1780031
2012,17150,156001,1210,932100,Retribuciones del personal contratado para cubrir plazas reservadas,49661
2012,17150,156001,1211,932100,Retribuciones del personal contratado para cubrir vacantes,53489
2012,17150,156001,1221,932100,Retribuciones del personal temporal contratado para campañas,168304
2012,17150,156001,2020,932100,Alquileres de oficinas,50000
2012,17150,156001,2150,932100,Mantenimiento de mobiliario diverso,1700
2012,17150,156001,2200,932100,Impresos del IRPF y del Impuesto sobre el Patrimonio,18000
2012,17150,156001,2200,932102,Material de oficina,25000
2012,17150,156001,2220,932100,Envíos de propuestas y otras comunicaciones,80000
2012,17150,156001,2224,932100,Comunicaciones para la Campaña del IRPF,3000
2012,17150,156001,2230,932100,Gastos de transporte,2500
2012,17150,156001,2262,932100,Publicidad,117000
2012,17150,156001,2269,932100,Cursos de formación de colaboradores para la Campaña del IRPF,50000
2012,17150,156001,2269,932102,Gastos diversos,27500
2012,17150,156001,2269,932103,Notificaciones personales,480000
2012,17150,156001,2271,932100,Servicio de limpieza y aseo,17500
2012,17150,156001,2274,932100,Vigilancia y servicios de seguridad,37000
2012,17150,156001,2279,932103,Otros servicios a la Campaña del IRPF,130000
2012,17150,156001,2280,932100,Energía eléctrica y agua,25800
2012,17150,156001,2300,932100,Dietas,100
2012,17150,156001,2301,932100,Locomoción y gastos de viaje,3000
2012,16100,160000,2269,941100,Gastos derivados de la asunción de nuevas transferencias,1
2012,16100,160000,4000,941100,Aportación al Estado,534870210
2012,40000,400000,1000,321100,Retribuciones de altos cargos,64544
2012,40000,400000,1100,321100,Retribuciones del personal eventual,109858
2012,40000,400000,2160,321100,Mantenimiento de hardware,20043
2012,40000,400000,2261,321100,Gastos diversos del Sr. Consejero,4467
2012,40000,400000,2273,321100,Servicio CAU. Soporte de primer nivel,123657
2012,40000,400000,2273,321102,Asistencia técnica segundo nivel,26970
2012,40000,400000,2301,321100,Gastos de viaje del Sr. Consejero y personal de su Gabinete,3708
2012,40001,400000,1200,321100,Retribuciones del personal fijo,76161
2012,40001,400000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,40001,400000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,40100,400000,1200,321100,Retribuciones del personal fijo,901788
2012,40100,400000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,61802
2012,40100,400000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,73879
2012,40100,400000,2263,321100,Ejecución de sentencias,3000
2012,40100,400000,2273,321100,Plan de modernización,20000
2012,40100,400000,4809,321100,Indemnizaciones y ejecución de sentencias,9000
2012,40100,400000,6090,321100,Plan de modernización,4500
2012,41000,400000,1000,321100,Retribuciones de altos cargos,55303
2012,41000,400000,1200,322000,Retribuciones del personal fijo,206853966
2012,41000,400000,1210,322000,Retribuciones del personal contratado para cubrir plazas reservadas,5648366
2012,41000,400000,1211,322000,Retribuciones del personal contratado para cubrir vacantes,4037217
2012,41000,400000,1220,322000,Retribuciones del personal contratado temporal,44394411
2012,41000,400000,1221,322000,Retribuciones del personal temporal contratado para campañas,126676
2012,41000,400000,1250,322000,Retribuciones del personal contratado para sustituciones,10949192
2012,41000,400000,1400,322000,Retribuciones personales,38242300
2012,41000,400000,1600,322000,Seguridad social,28414361
2012,41000,400000,1702,322000,Horas extraordinarias,60000
2012,41000,400000,1703,322000,Remuneración por trabajo en días festivos,3000
2012,41000,400000,1705,322000,Complemento por trabajo en turnos de noche,30000
2012,41000,400000,1709,322000,Pago de convenios a comunidades de religiosos,79537
2012,41000,400000,1800,322000,"Reconocimiento de servicios, nuevos complementos, ayuda familiar, grado, antigüedad, reingresos de excedencias y otros",1
2012,41000,400000,1810,322000,Retribuciones de personal de ejercicios anteriores,250000
2012,41000,400000,1820,322000,Retribuciones por ejecución de sentencias y otras indemnizaciones,1
2012,41000,400000,2200,321100,Material de oficina,65000
2012,41000,400000,2202,321100,Suscripción y adquisición de publicaciones,10000
2012,41000,400000,2220,321100,Comunicaciones,60000
2012,41000,400000,2249,321100,Seguro de accidentes individual en el trabajo y responsabilidad general del personal,17071
2012,41000,400000,2262,321100,Publicidad,43000
2012,41000,400000,2266,321100,"Conferencias, cursillos y reuniones",100
2012,41000,400000,2269,321100,Gastos diversos,15000
2012,41000,400000,2300,321100,Dietas del personal funcionario y contratado,25286
2012,41000,400000,4400,321100,Transferencias corrientes a Empresa Navarra de Espacios Culturales,564842
2012,42000,400000,1000,321100,Retribuciones de altos cargos,55303
2012,42000,400000,1200,321100,Retribuciones del personal fijo,246574
2012,42000,400000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,42000,400000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,42000,400000,2200,321100,Material de oficina,100
2012,42000,400000,2202,321100,Suscripciones y libros,200
2012,42000,400000,2269,321100,Gastos diversos,10000
2012,42000,400000,2301,321100,Locomoción y gastos de viaje del personal funcionario y contratado,137683
2012,41100,410000,1200,321100,Retribuciones del personal fijo,580605
2012,41100,410000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,74812
2012,41100,410000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,58549
2012,41100,410000,2120,322000,Gastos de reparación y conservación de centros escolares propios,287000
2012,41100,410000,2120,325100,Abono de siniestros,10
2012,41100,410000,2212,322000,"Financiación del funcionamiento, actividades y dotación material de los centros",5811222
2012,41100,410000,2264,322000,Gastos de funcionamiento de edificios propios. Alquileres y reparación,918863
2012,41100,410000,2269,324200,Apoyo al funcionamiento del Consejo Escolar,48392
2012,41100,410000,2271,322000,Limpieza de los centros docentes públicos,4143233
2012,41100,410000,6060,325100,Equipo y material informático para el Departamento,30000
2012,41800,410000,1200,321100,Retribuciones del personal fijo,586823
2012,41800,410000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,41800,410000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,203000
2012,41800,410000,6050,321100,Mobiliario del Departamento,6000
2012,41800,410001,6020,325100,Plan Navarra 2012-19. Construcción de nuevos centros y obras. Plan de Centros Escolares,5219424
2012,41800,410001,6020,325105,Campus de Formación Profesional. Planificación de FP en la Comarca de Pamplona,1050000
2012,41800,410001,7609,325103,Plan Navarra 2012-20. Construcción de nuevos centros y obras. Plan de Centros Escolares,3210506
2012,41810,410001,6020,325102,"Inversiones en Leiza por ""Casa Maxurrenea""",20060
2012,41810,410001,7609,325100,Obras en centros educativos de propiedad municipal,400000
2012,41820,410001,6020,325100,Obras de mantenimiento en centros escolares,400000
2012,41820,410001,6059,325100,Plan Navarra 2012-19. Equipamiento en centros públicos,700000
2012,41140,410002,2269,322000,Gastos generales de las convocatorias de becas y subvenciones,10000
2012,41140,410002,4609,322D00,Subvención para el funcionamiento de concentraciones escolares y edificios municipales de uso educativo,1043469
2012,41140,410002,4800,323100,Becas y ayudas para enseñanzas medias y estudios superiores,3629104
2012,41140,410002,6081,321100,Plan de gratuidad de libros de texto escolares,1443816
2012,41140,410002,7811,321100,Programa de gratuidad de libros de texto escolares,500000
2012,41140,410003,4811,322000,Necesidades educativas específicas. Subvención a la enseñanza privada,3865367
2012,41140,410003,4811,322002,Inmigración y minorías culturales. Subvención a la enseñanza privada,710733
2012,41140,410003,4811,322100,2º Ciclo de Educación Infantil. Subvención a la enseñanza privada,18451756
2012,41140,410003,4811,322200,1º Ciclo de Educación Secundaria. Subvención a la enseñanza privada,16883300
2012,41140,410003,4811,322202,2º Ciclo de Educación Secundaria. Subvención a la enseñanza privada,18409156
2012,41140,410003,4811,322400,Educación Especial. Subvención a la enseñanza privada,4133391
2012,41140,410003,4811,322C00,Bachillerato. Subvención a la enseñanza privada,9621100
2012,41140,410003,4811,322D00,Educación Primaria. Subvención a la enseñanza privada,38941798
2012,41140,410003,4811,322D02,"Centros de atención a niños desescolarizados: Granja Ilundáin, Taller Echavacoiz",925279
2012,41140,410003,4811,322E00,Ciclos formativos de grado medio y programas de garantía social,4163055
2012,41140,410003,4811,322E02,Ciclos formativos de grado superior. Subvención a la enseñanza privada,2562104
2012,41140,410003,4811,322E04,Convenio con el centro Salesianos,14784
2012,41140,410004,2210,324100,Comedores,3575248
2012,41140,410004,2230,324100,Transporte escolar,14248915
2012,41830,410004,1709,322000,Otras retribuciones variables,275000
2012,41000,410005,2273,321100,Servicios para sistemas SAP y otros,75000
2012,41000,410005,2273,322000,Plan de modernización,125000
2012,41000,410005,2301,321100,Locomoción y gastos de viaje del personal funcionario y contratado,294631
2012,41000,410005,6090,321100,Desarrollo de aplicaciones,11720
2012,41000,410005,6090,322000,Plan de modernización,25000
2012,41700,410005,1200,321100,Retribuciones del personal fijo,1229553
2012,41700,410005,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,41700,410005,1211,321100,Retribuciones del personal contratado para cubrir vacantes,155784
2012,41700,410005,2267,322000,Gastos de oposiciones y tribunales,10
2012,41700,410005,2330,322000,Indemnización por trabajos realizados en tribunales,50000
2012,41700,410005,4819,321100,Subvención para gastos de funcionamiento de las organizaciones sindicales,50557
2012,41770,410007,2266,321100,Actividades de formación,15000
2012,41770,410007,2269,321100,Programas de salud laboral y prevención de riesgos laborales,30000
2012,41770,410007,2269,321102,Otros gastos relativos a prevención de riesgos laborales,2930
2012,42400,421000,1200,322900,Retribuciones del personal fijo,479256
2012,42400,421000,1210,322900,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,42400,421000,1211,322900,Retribuciones del personal contratado para cubrir vacantes,1
2012,42400,421000,4400,322900,Centro Navarro de Autoaprendizaje de Idiomas,125000
2012,42410,421001,2266,322900,Formación del profesorado en vascuence,22268
2012,42410,421001,2269,322900,Programas de uso del vascuence,54200
2012,42410,421001,2269,322902,Actividades de promoción del vascuence,43500
2012,42410,421001,2269,322904,"Exámenes EGA, títulos y gastos de funcionamiento",63000
2012,42420,421002,2266,321200,Formación del profesorado en lenguas extranjeras. Programa Operativo FSE 2007-2013 Navarra,178400
2012,42420,421002,2266,322900,Cursos para la mejora del uso de lenguas extranjeras,499400
2012,42420,421002,2279,322900,Cursos para alumnos de secundaria y bachillerato,223600
2012,42420,421002,4800,322900,Ayudas para cursos en el extranjero para el alumnado de secundaria y bachillerato,10
2012,42420,421002,4809,322900,Becas a extranjeros para enseñanzas de idiomas. Programa Operativo FSE 2007-2013 Navarra,276000
2012,42450,421003,2269,321200,Formación del profesorado. Plan de lectura,15000
2012,42450,421003,2269,321202,Premios fomento de la lectura,2000
2012,42450,421003,2400,321200,"Publicaciones, estudios y experiencias educativas",13570
2012,42440,421004,2212,322500,Financiación del funcionamiento de la Ciudad de la Música,550000
2012,42440,421004,2266,322500,Promoción de enseñanzas artísticas y musicales,7942
2012,42440,421004,4609,322502,Subvención a escuelas de música,2215290
2012,42440,421004,4609,322503,Convenio con el Ayuntamiento de Tudela para el funcionamiento del Conservatorio Municipal de Música,222209
2012,42440,421004,4809,322500,Ayudas para el perfeccionamiento de profesores y alumnos de música,3024
2012,42440,421004,4816,322500,Escuela Navarra de Teatro,43415
2012,42200,423001,1200,322400,Retribuciones del personal fijo,122766
2012,42200,423001,1210,322400,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,42200,423001,1211,322400,Retribuciones del personal contratado para cubrir vacantes,1
2012,42210,423001,4809,322400,Becas y ayudas a la educación especial,251000
2012,42210,423001,4811,322400,Subvención a centros privados concertados de educación especial,35100
2012,42210,423001,4819,322402,(**) Subvenciones a asociaciones que trabajan el transtorno TDHA,20000
2012,42210,423001,6059,322D02,Adquisición y reposición de material psicopedagógico y especializado,9000
2012,42220,423003,1200,321100,Retribuciones del personal fijo,94532
2012,42220,423003,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,42220,423003,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,42220,423003,2269,322000,Financiación de actividades para la integración socioeducativa de inmigrantes y minorías socioculturales,54900
2012,42220,423003,2269,322D00,Dotación a centros públicos para inmigración y minorías culturales,147000
2012,42220,423003,4811,322002,Ayudas a centros concertados para inmigración y minorías culturales,413000
2012,42220,423003,4819,322000,Subvención para actividades de integración socioeducativa,31300
2012,42220,423003,4819,322400,(**) Escuela Taller Kamira,25000
2012,42240,423004,1200,321100,Retribuciones del personal fijo,138471
2012,42240,423004,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,42240,423004,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,42240,423004,2249,321100,Seguro de accidentes,6000
2012,42240,423004,2269,321100,Convivencia e igualdad,27000
2012,42240,423004,2269,321200,Actividades de promoción y participación educativa,12000
2012,42150,425000,2212,321200,Gastos de funcionamiento de centros de apoyo al profesorado,127000
2012,42150,425000,2266,321200,Actividades formativas del profesorado,217800
2012,42150,425000,6059,321200,Adquisición de material para actividades formativas,10
2012,42150,425000,6090,321200,Módulo SAP Formación,25000
2012,42170,425001,2160,322A00,"Funcionamiento, mantenimiento y conservación de equipamiento informático y audiovisual",138000
2012,42170,425001,2224,322A00,Sistemas de comunicaciones de datos,800000
2012,42170,425001,2266,321200,Formación a distancia del profesorado,140000
2012,42170,425001,2269,322A00,Funcionamiento de proyectos de nuevas tecnologías,40000
2012,42170,425001,2273,322A00,Servicios informáticos en la red de centros,79000
2012,42170,425001,2279,322A00,Proyecto Integra TIC,20000
2012,42170,425001,6060,322A00,Inversiones en programas de nuevas tecnologías y materiales de formación,57000
2012,42170,425001,6060,322A02,Equipamiento y servicios centrales del programa de nuevas tecnologías y educación,20000
2012,42170,425001,6060,322A03,Desarrollo de aplicaciones para centros,286000
2012,42170,425001,6060,322A04,Desarrollo de la Sociedad de la Información en centros educativos,240000
2012,42160,425004,2269,321100,Calidad,46000
2012,42160,425004,2269,321200,Programas de innovación educativa,35000
2012,42160,425004,2269,321202,Programas de convivencia y educación en valores,15000
2012,42160,425004,2269,322200,Organización de las Olimpiadas Matemáticas 2012,8000
2012,42160,425004,2269,322202,Rutas científicas,45000
2012,42160,425004,2269,322203,Rutas literarias,45000
2012,42160,425004,2269,322D00,Ayudas a escuelas viajeras,80000
2012,42160,425004,2279,322D00,Itinerarios culturales por Navarra,60000
2012,42110,425005,2269,322000,Expedición de títulos y edición de libros de escolaridad,75000
2012,42110,425005,4819,324200,(**) Subvención a asociaciones y federaciones de padres y alumnos,95000
2012,42110,425005,6090,322000,Desarrollo de aplicaciones para la planificación del Sistema Educativo,10
2012,42100,425007,2269,322700,Centros de adultos y aulas itinerantes,90000
2012,42100,425007,2269,322702,Gastos de los cursos en las Aulas Mentor,10
2012,42100,425008,1200,321100,Retribuciones del personal fijo,750786
2012,42100,425008,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,42100,425008,1211,321100,Retribuciones del personal contratado para cubrir vacantes,67577
2012,42600,426000,1200,322E00,Retribuciones del personal fijo,504469
2012,42600,426000,1210,322E00,Retribuciones del personal contratado para cubrir plazas reservadas,39033
2012,42600,426000,1211,322E00,Retribuciones del personal contratado para cubrir vacantes,1
2012,42600,426000,2262,322E00,Publicidad y propaganda de convocatorias y programas,6000
2012,42600,426000,2266,321200,Perfeccionamiento y actualización del profesorado de Formación Profesional,50000
2012,42600,426000,2269,322E00,Desarrollo e innovación de la Formación Profesional,145000
2012,42600,426000,2269,322E02,Funcionamiento del Programa Leonardo Da Vinci y otros programas internacionales,110000
2012,42600,426000,2269,322E03,Gastos de funcionamiento del Consejo Navarro de Formación Profesional,2000
2012,42600,426000,4800,322E00,Programa Leonardo Da Vinci y otros programas internacionales,550000
2012,42600,426000,4800,322E03,Premios y ayudas para Formación Profesional,10000
2012,42600,426000,6059,325100,Equipamiento en centros públicos de Formación Profesional,500000
2012,42610,426001,2212,242102,Gastos de funcionamiento. PCPIs ubicados fuera de los centros de FP. Programa Operativo FSE 2007-2013 de Navarra,264934
2012,42610,426001,4819,242100,"(**) Fondo 0,7% IRPF. Talleres escuela",374902
2012,42610,426001,6059,242100,Equipamiento de PCPIs. Programa Operativo FSE 2007-2013 de Navarra,15000
2012,42620,426001,2212,242100,Gastos de funcionamiento de los cursos de Formación Profesional,60000
2012,42630,426001,2269,322E00,Desarrollo del Acuerdo de Gobierno para la Formación Profesional,56000
2012,42630,426001,2269,322E02,Desarrollo de centros integrados y de referencia de Formación Profesional,50000
2012,42630,426001,2269,322E03,Procedimiento de acreditación de la competencia profesional de iniciativa estatal,10
2012,42630,426001,2276,322E00,Diseño de títulos y cualificaciones,54000
2012,42700,427000,1200,322300,Retribuciones del personal fijo,374045
2012,42700,427000,1210,322300,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,42700,427000,1211,322300,Retribuciones del personal contratado para cubrir vacantes,35870
2012,42720,427000,2262,322300,Publicidad y propaganda de convocatorias y programas,3400
2012,42720,427000,2266,322300,"Congresos, conferencias y cursos",4096
2012,42720,427000,2266,322302,Gastos diversos,4096
2012,42720,427000,4455,322300,Financiación de la UPNA: Campus de Pamplona y Tudela,59000000
2012,42720,427000,4455,322302,Universidad Pública de Navarra Campus de Excelencia: Convenio con el Ministerio de Educación,10
2012,42720,427000,4800,322300,Intercambios con universidades extranjeras: Erasmus y otros,260000
2012,42720,427000,4800,322302,Intercambios con universidades españolas: Séneca,3000
2012,42720,427000,4800,322303,Transporte escolar a centros de enseñanza superior de Navarra,133057
2012,42720,427000,4812,322300,UNED: Centros de Pamplona y Tudela,1843090
2012,42720,427000,4812,322307,Universidad de Navarra Campus de Excelencia,10
2012,42720,427000,4812,322308,Universidad de Navarra Campus de Excelencia. Convenio con el Ministerio de Educación,10
2012,42720,427000,6001,325100,Expropiaciones para la Universidad Pública de Navarra,10
2012,42720,427000,7455,322300,Financiación de la UPNA: Transferencias de capital. Campus de Pamplona,10
2012,42720,427000,7455,322302,Financiación de la UPNA: Transferencias de capital. Campus de Tudela,10
2012,42720,427000,7455,322304,Universidad Pública de Navarra Campus de Excelencia: Convenio con el Ministerio de Educación,10
2012,42720,427000,7812,322300,Universidad de Navarra Campus de Excelencia. Convenio con el Ministerio de Educación,10
2012,42720,427000,7812,322302,Universidad de Navarra. Nuevos centros de investigación y tecnología,1100000
2012,42720,427000,9120,322300,Amortización del MICINN para proyectos de mejora del campus universitario,100000
2012,42710,427001,2212,322300,"Gastos de la Red de Bases de Datos de Información Educativa, REDINED",10000
2012,42710,427001,2266,322300,Gastos diversos,3891
2012,42710,427001,2269,322300,Convenio con FECYT - EURAXESS (Red Europea de Centros de Movilidad). Plan de Actividades,10
2012,42710,427001,2269,322302,Gastos de evaluación científico-técnica de programas y proyectos,5000
2012,42710,427001,2269,322303,Organización cursos de verano,22000
2012,42710,427001,4812,322302,Programa I3. Convenio con el Ministerio de Ciencia e Innovación,10
2012,42710,427001,4812,322303,"Convenio con la Universidad de Navarra ""Cátedra de Patrimonio y Arte Navarro""",100000
2012,42710,427001,4812,322304,Ayudas al Plan de formación y de investigación y desarrollo (I+D),2129790
2012,42710,427001,4812,322305,Cátedra de Calidad de la UNED en Tudela,50000
2012,42710,427001,4819,322302,Cursos de verano de las universidades navarras y de otras entidades navarras,120000
2012,42800,428000,1200,321100,Retribuciones del personal fijo,1235180
2012,42800,428000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,42800,428000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,42800,428000,2266,321100,Cursos de formación para el Servicio de Inspección Educativa,5000
2012,42800,428000,2269,321100,Documentación,1000
2012,42800,428000,2276,321100,"Evaluación de centros, de programas y del sistema educativo",100000
2012,42800,428000,2276,321105,Evaluación del alumnado,41000
2012,42010,429000,1200,321100,Retribuciones del personal fijo,39561
2012,42010,429000,1210,321100,Retribuciones del personal contratado para cubrir plazas reservadas,1
